shipperID,orderID
2,10969
2,10971
2,10972
2,10973
2,10978
2,10979
2,10981
2,10983
2,10986
2,10988
2,10996
2,10997
2,10998
2,10999
2,11001
2,11006
2,11007
2,11010
2,11015
2,11016
2,11017
2,11018
2,11020
2,11022
2,11023
2,11030
2,11031
2,11035
2,11038
2,11039
2,11041
2,11043
2,11045
2,11046
2,11050
2,11053
2,11055
2,11056
2,11059
2,11060
2,11062
2,11063
2,11066
2,11067
2,11068
2,11069
2,11072
2,11073
2,11074
2,11075
2,11076
2,11077
3,10248
3,10255
3,10257
3,10259
3,10262
3,10263
3,10264
3,10266
3,10268
3,10273
3,10276
3,10277
3,10283
3,10286
3,10287
3,10289
3,10293
3,10305
3,10306
3,10308
3,10311
3,10316
3,10319
3,10320
3,10322
3,10325
3,10328
3,10333
3,10337
3,10338
3,10340
3,10341
3,10346
3,10347
3,10352
3,10353
3,10354
3,10357
3,10359
3,10360
3,10363
3,10367
3,10373
3,10374
3,10377
3,10378
3,10380
3,10381
3,10383
3,10384
3,10386
3,10391
3,10392
3,10393
3,10394
3,10396
3,10398
3,10399
3,10400
3,10403
3,10410
3,10411
3,10414
3,10416
3,10417
3,10423
3,10433
3,10439
3,10444
3,10451
3,10454
3,10458
3,10461
3,10463
3,10465
3,10468
3,10471
3,10473
3,10476
3,10478
3,10479
3,10482
3,10484
3,10491
3,10493
3,10495
3,10501
3,10504
3,10505
3,10510
3,10511
3,10516
3,10517
3,10519
3,10532
3,10538
3,10539
3,10540
3,10542
3,10546
3,10550
3,10551
3,10554
3,10555
3,10564
3,10568
3,10570
3,10571
3,10573
3,10576
3,10578
3,10580
3,10588
3,10590
3,10597
3,10598
3,10599
3,10606
3,10614
3,10615
3,10619
3,10620
3,10622
3,10627
3,10628
3,10629
3,10633
3,10634
3,10635
3,10639
3,10642
3,10646
3,10649
3,10650
3,10661
3,10664
3,10677
3,10678
3,10679
3,10681
3,10693
3,10694
3,10696
3,10699
3,10701
3,10706
3,10707
3,10709
3,10714
3,10718
3,10721
3,10725
3,10729
3,10733
3,10734
3,10739
3,10741
3,10742
3,10746
3,10751
3,10752
3,10754
3,10758
3,10759
3,10763
3,10764
3,10765
3,10767
3,10770
3,10773
3,10776
3,10781
3,10782
3,10784
3,10785
3,10792
3,10793
3,10799
3,10800
3,10805
3,10808
3,10810
3,10814
3,10815
3,10818
3,10819
3,10822
3,10834
3,10835
3,10837
3,10838
3,10839
3,10842
3,10846
3,10847
3,10860
3,10870
3,10876
3,10879
3,10882
3,10883
3,10885
3,10887
3,10889
3,10896
3,10899
3,10903
3,10904
3,10906
3,10907
3,10910
3,10918
3,10922
3,10923
3,10926
3,10930
3,10933
3,10934
3,10935
3,10937
3,10940
3,10942
3,10944
3,10948
3,10949
3,10957
3,10963
3,10965
3,10968
3,10974
3,10975
3,10977
3,10984
3,10990
3,10992
3,10993
3,10994
3,10995
3,11000
3,11003
3,11008
3,11012
3,11014
3,11019
3,11025
3,11032
3,11033
3,11036
3,11040
3,11047
3,11048
3,11051
3,11057
3,11058
3,11061
